SBS_Code,SBS_Code_Hyphenated,Short_Description,Long_Description,Chapter,Chapter_Name,Block,Block_Name,Definition,Includes,Excludes ,Guidelines,
341031102,34103-11-02,Interruption axillary art  bil,"Interruption of axillary artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031201,34103-12-01,Interruption iliac art  uni,"Interruption of iliac artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031202,34103-12-02,Interruption iliac art  bil,"Interruption of iliac artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031301,34103-13-01,Interruption femoral art  uni,"Interruption of femoral artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031302,34103-13-02,Interruption femoral art  bil,"Interruption of femoral artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031401,34103-14-01,Interruption popliteal art  uni,"Interruption of popliteal artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341031402,34103-14-02,Interruption popliteal art  bil,"Interruption of popliteal artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061001,34106-10-01,Interruption brachial art  uni,"Interruption of brachial artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061002,34106-10-02,Interruption brachial art  bil,"Interruption of brachial artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061101,34106-11-01,Interruption radial art  uni,"Interruption of radial artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061102,34106-11-02,Interruption radial art  bil,"Interruption of radial artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061201,34106-12-01,Interruption ulnar art  uni,"Interruption of ulnar artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061202,34106-12-02,Interruption ulnar art  bil,"Interruption of ulnar artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061301,34106-13-01,Interruption tibial art  uni,"Interruption of tibial artery, unilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061302,34106-13-02,Interruption tibial art  bil,"Interruption of tibial artery, bilateral",8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
341061400,34106-14-00,Interruption of other artery,Interruption of other artery,8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
417070000,41707-00-00,Interruption of maxillary artery,Interruption of maxillary artery,8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation

That by Transantral Approach","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code","

Performed for arrest of nasal haemorrhage",
417250000,41725-00-00,Interruption of ethmoidal artery,Interruption of ethmoidal artery,8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation

That by Transantral Approach","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
521410000,52141-00-00,Interruption of mandibular artery,Interruption of mandibular artery,8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
521410100,52141-01-00,Interruption of facial artery,Interruption of facial artery,8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
521410200,52141-02-00,Interruption of lingual artery,Interruption of lingual artery,8,Procedures on cardiovascular system ,697,Interruption of artery,,"Clipping
Division
Ligation","That for Visceral Arterial Aneurysm (33133-00-00, 33169-00-00 [698])
That with Any Other Vascular Procedure 
– Omit Code",,
331330000,33133-00-00,Interruption of visceral artery aneurysm,Interruption of visceral artery aneurysm without restoration of continuity,8,Procedures on cardiovascular system ,698,Other destruction procedures on artery,,Ligation,"That with Restoration of Continuity, by:
• Anastomosis (33130-00-00 [714])
• Graft (33130-01-00 [715])",,
331690000,33169-00-00,Interruption ruptured visc art aneurysm,Interruption of ruptured visceral artery aneurysm without restoration of continuity,8,Procedures on cardiovascular system ,698,Other destruction procedures on artery,,Ligation,"That with Restoration of Continuity, by:
• Anastomosis (33166-00-00 [714])
• Graft (33166-01-00 [715])",,
338420000,33842-00-00,Cntl bleeding after carot/vert art surg,Control of postoperative bleeding or thrombosis after carotid or vertebral artery surgery,8,Procedures on cardiovascular system ,698,Other destruction procedures on artery,Control of postoperative bleeding or thrombosis after carotid or vertebral artery surgery,,,,
341090000,34109-00-00,Biopsy of temporal artery,Biopsy of temporal artery,8,Procedures on cardiovascular system ,699,Biopsy of peripheral artery,A procedure in which a sample of temporal artery tissue is removed (with a needle or during surgery) for examination under a microscope.,,,,
335000000,33500-00-00,Carotid endarterectomy,Carotid endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])

That with Resection and Reanastomosis (32703-00-00 [718])",,
335060000,33506-00-00,Innominate endarterectomy,Innominate endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335060100,33506-01-00,Subclavian endarterectomy,Subclavian endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335090000,33509-00-00,Aorta endarterectomy,Aorta endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])

That with Any Other Procedure on the Inferior Mesenteric Artery – Omit Code",,
335120000,33512-00-00,Aorto-iliac endarterectomy,Aorto-iliac endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,"Closure by Suture

That of one or Both Iliac Arteries","Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335150000,33515-00-00,Aorto-femoral endarterectomy,Aorto-femoral endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,"Closure by Suture

That of one or Both Iliac Arteries","Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335150100,33515-01-00,Iliofemoral endarterectomy  bilateral,"Iliofemoral endarterectomy, bilateral",8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335180000,33518-00-00,Iliac endarterectomy,Iliac endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335210000,33521-00-00,Iliofemoral endarterectomy  unilateral,"Iliofemoral endarterectomy, unilateral",8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335240000,33524-00-00,Renal endarterectomy  unilateral,"Renal endarterectomy, unilateral",8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335270000,33527-00-00,Renal endarterectomy  bilateral,"Renal endarterectomy, bilateral",8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335300000,33530-00-00,Coeliac endarterectomy,Coeliac endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335300100,33530-01-00,Superior mesenteric endarterectomy,Superior mesenteric endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335330000,33533-00-00,Coeliac & supr mesenteric endarterectomy,Coeliac and superior mesenteric endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
335360000,33536-00-00,Inferior mesenteric endarterectomy,Inferior mesenteric endarterectomy,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])

That with Any Other Procedure on the Inferior Mesenteric Artery – Omit Code",,
335390000,33539-00-00,Endarterectomy of extremities,Endarterectomy of extremities,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])

Extended Endarterectomy of Deep Femoral Artery (33542-00-00 [700])",,
335420000,33542-00-00,Extended endarterectomy deep femoral art,Extended endarterectomy of deep femoral artery,8,Procedures on cardiovascular system ,700,Endarterectomy,,Closure by Suture,"Coronary Artery Endarterectomy (38505-00-00 [669])
That with Arterial bypass to Prepare Site for Anastomosis (33554-00-00 [701])",,
